"Q1.0K0.1","Q1.0K0.15","Q1.0K0.2","Q1.0K0.25","Q1.0K0.3","Q1.0K0.4","Q1.0K0.5","Q1.5K0.05","Q1.5K0.1","Q1.5K0.15","Q1.5K0.2","Q1.5K0.25","Q1.5K0.3","Q1.5K0.4","Q1.5K0.5","Q2.0K0.05","Q2.0K0.1","Q2.0K0.15","Q2.0K0.2","Q2.0K0.25","Q2.0K0.3","Q2.0K0.4","Q2.0K0.5","Q2.5K0.05","Q2.5K0.1","Q2.5K0.15","Q2.5K0.2","Q2.5K0.25","Q2.5K0.3","Q2.5K0.4","Q2.5K0.5","Q3.0K0.05","Q3.0K0.1","Q3.0K0.15","Q3.0K0.2","Q3.0K0.25","Q3.0K0.3","Q3.0K0.4","Q3.0K0.5","Q3.5K0.05","Q3.5K0.1","Q3.5K0.15","Q3.5K0.2","Q3.5K0.25","Q3.5K0.3","Q3.5K0.4","Q3.5K0.5","Q4.0K0.05","Q4.0K0.1","Q4.0K0.15","Q4.0K0.2","Q4.0K0.25","Q4.0K0.3","Q4.0K0.4","Q4.0K0.5"
296.182,296.135,296.12,296.143,296.143,296.028,296.04,296.16,296.124,296.116,296.116,296.069,296.119,295.915,295.977,296.329,296.252,296.304,296.347,296.288,296.351,296.198,296.172,296.636,296.641,296.644,296.615,296.583,296.675,296.531,296.546,297.001,297.043,296.94,296.947,297.057,297.059,296.875,296.83,297.394,297.375,297.348,297.298,297.291,297.222,297.299,297.161,297.721,297.761,297.714,297.687,297.645,297.602,297.546,297.446
296.43,296.379,296.368,296.387,296.388,296.269,296.283,296.41,296.367,296.354,296.362,296.31,296.358,296.148,296.229,296.579,296.498,296.55,296.598,296.534,296.598,296.447,296.431,296.893,296.9,296.905,296.866,296.838,296.931,296.787,296.82,297.276,297.317,297.206,297.206,297.324,297.329,297.122,297.105,297.671,297.644,297.628,297.574,297.565,297.492,297.572,297.433,298.001,298.047,298,297.972,297.928,297.884,297.829,297.729
296.668,296.613,296.605,296.621,296.622,296.503,296.517,296.652,296.601,296.581,296.593,296.544,296.594,296.377,296.472,296.821,296.74,296.79,296.831,296.766,296.839,296.685,296.681,297.141,297.149,297.147,297.105,297.081,297.178,297.03,297.082,297.539,297.577,297.458,297.46,297.584,297.591,297.356,297.367,297.932,297.91,297.9,297.84,297.827,297.757,297.841,297.704,298.271,298.321,298.276,298.244,298.2,298.157,298.102,298.003
296.901,296.84,296.838,296.849,296.848,296.73,296.744,296.886,296.827,296.8,296.819,296.772,296.825,296.604,296.71,297.056,296.976,297.022,297.058,296.994,297.07,296.918,296.917,297.383,297.389,297.38,297.342,297.322,297.424,297.267,297.326,297.792,297.826,297.712,297.711,297.841,297.847,297.591,297.615,298.187,298.17,298.165,298.102,298.084,298.019,298.108,297.965,298.532,298.593,298.545,298.513,298.464,298.426,298.369,298.27
297.154,297.092,297.093,297.106,297.104,296.98,296.996,297.142,297.078,297.045,297.071,297.024,297.075,296.86,296.966,297.317,297.231,297.277,297.311,297.246,297.324,297.172,297.169,297.65,297.647,297.639,297.604,297.586,297.69,297.53,297.588,298.064,298.097,297.986,297.983,298.12,298.12,297.852,297.882,298.47,298.453,298.455,298.382,298.366,298.306,298.396,298.247,298.815,298.885,298.837,298.803,298.75,298.719,298.658,298.557
297.418,297.357,297.359,297.37,297.368,297.241,297.253,297.407,297.341,297.3,297.331,297.283,297.334,297.128,297.225,297.589,297.497,297.541,297.573,297.504,297.585,297.44,297.424,297.927,297.916,297.909,297.872,297.858,297.961,297.817,297.863,298.342,298.376,298.273,298.269,298.41,298.403,298.121,298.155,298.765,298.744,298.748,298.673,298.659,298.599,298.692,298.537,299.111,299.187,299.135,299.103,299.053,299.023,298.951,298.847
297.645,297.588,297.589,297.602,297.592,297.471,297.48,297.634,297.566,297.518,297.55,297.505,297.556,297.362,297.441,297.827,297.728,297.768,297.801,297.729,297.807,297.672,297.639,298.166,298.154,298.143,298.107,298.098,298.198,298.068,298.108,298.585,298.619,298.521,298.517,298.667,298.648,298.356,298.395,299.025,298.999,299.007,298.926,298.91,298.859,298.957,298.792,299.37,299.45,299.404,299.368,299.32,299.292,299.207,299.099
297.852,297.799,297.798,297.813,297.798,297.682,297.681,297.843,297.774,297.722,297.751,297.709,297.756,297.573,297.628,298.041,297.936,297.975,298.013,297.939,298.012,297.885,297.834,298.383,298.376,298.361,298.325,298.314,298.42,298.306,298.337,298.807,298.843,298.75,298.746,298.902,298.879,298.573,298.612,299.258,299.237,299.245,299.161,299.137,299.098,299.201,299.032,299.615,299.693,299.646,299.613,299.573,299.536,299.452,299.33
298.057,298.008,298.005,298.019,298.003,297.887,297.881,298.045,297.975,297.919,297.95,297.913,297.96,297.786,297.809,298.25,298.146,298.185,298.221,298.147,298.22,298.096,298.026,298.599,298.589,298.575,298.543,298.53,298.637,298.54,298.556,299.027,299.062,298.976,298.971,299.132,299.104,298.783,298.827,299.497,299.473,299.483,299.397,299.372,299.337,299.442,299.268,299.854,299.935,299.893,299.857,299.822,299.777,299.698,299.561
298.331,298.282,298.279,298.288,298.27,298.157,298.141,298.316,298.243,298.182,298.214,298.178,298.225,298.061,298.057,298.524,298.418,298.459,298.491,298.42,298.491,298.365,298.281,298.874,298.871,298.857,298.824,298.809,298.918,298.833,298.834,299.316,299.35,299.268,299.263,299.424,299.396,299.055,299.102,299.801,299.775,299.78,299.698,299.672,299.638,299.743,299.563,300.16,300.239,300.196,300.161,300.132,300.079,300.01,299.857
298.65,298.604,298.601,298.61,298.592,298.478,298.457,298.635,298.56,298.496,298.529,298.497,298.542,298.391,298.352,298.85,298.743,298.778,298.817,298.745,298.815,298.684,298.583,299.203,299.201,299.189,299.159,299.135,299.245,299.175,299.152,299.653,299.681,299.601,299.607,299.767,299.743,299.38,299.436,300.151,300.126,300.133,300.046,300.019,299.981,300.094,299.9,300.518,300.596,300.556,300.515,300.491,300.432,300.371,300.211
298.971,298.924,298.93,298.937,298.913,298.799,298.772,298.959,298.878,298.813,298.849,298.815,298.856,298.722,298.652,299.177,299.068,299.102,299.141,299.067,299.135,298.998,298.887,299.534,299.536,299.523,299.495,299.468,299.579,299.514,299.465,299.995,300.02,299.94,299.954,300.114,300.088,299.707,299.771,300.503,300.482,300.481,300.398,300.373,300.324,300.441,300.236,300.875,300.951,300.914,300.878,300.857,300.789,300.74,300.57
299.317,299.267,299.279,299.285,299.259,299.14,299.112,299.305,299.215,299.155,299.189,299.153,299.194,299.073,298.975,299.52,299.412,299.448,299.483,299.413,299.476,299.329,299.213,299.891,299.893,299.881,299.85,299.823,299.933,299.873,299.784,300.36,300.384,300.302,300.321,300.478,300.451,300.053,300.136,300.883,300.86,300.855,300.767,300.749,300.692,300.809,300.598,301.26,301.337,301.301,301.263,301.243,301.171,301.126,300.948
299.672,299.614,299.633,299.63,299.606,299.482,299.453,299.662,299.561,299.504,299.542,299.499,299.539,299.428,299.313,299.877,299.766,299.799,299.836,299.767,299.824,299.669,299.551,300.259,300.257,300.242,300.21,300.18,300.297,300.238,300.107,300.739,300.754,300.673,300.691,300.847,300.822,300.406,300.512,301.275,301.246,301.238,301.148,301.135,301.069,301.183,300.983,301.657,301.733,301.688,301.657,301.639,301.56,301.524,301.329
300.018,299.958,299.979,299.971,299.951,299.814,299.791,300.009,299.903,299.841,299.886,299.84,299.881,299.774,299.654,300.23,300.113,300.148,300.187,300.118,300.173,299.999,299.889,300.622,300.611,300.594,300.563,300.535,300.656,300.593,300.422,301.109,301.121,301.041,301.054,301.212,301.184,300.764,300.881,301.658,301.627,301.618,301.528,301.514,301.446,301.557,301.366,302.046,302.126,302.073,302.047,302.026,301.939,301.915,301.706
300.34,300.281,300.307,300.293,300.277,300.124,300.102,300.337,300.23,300.158,300.208,300.165,300.205,300.093,299.975,300.562,300.438,300.472,300.515,300.451,300.507,300.307,300.206,300.962,300.948,300.926,300.896,300.872,300.991,300.924,300.717,301.457,301.466,301.39,301.403,301.557,301.532,301.113,301.228,302.022,301.992,301.975,301.891,301.878,301.804,301.917,301.729,302.419,302.499,302.433,302.415,302.393,302.3,302.288,302.066
300.687,300.631,300.654,300.636,300.624,300.458,300.44,300.687,300.575,300.504,300.554,300.515,300.546,300.429,300.32,300.918,300.785,300.818,300.869,300.806,300.866,300.637,300.548,301.329,301.305,301.279,301.249,301.235,301.344,301.277,301.035,301.827,301.835,301.761,301.778,301.923,301.9,301.492,301.598,302.407,302.376,302.352,302.273,302.263,302.184,302.3,302.108,302.816,302.897,302.818,302.804,302.782,302.689,302.682,302.455
301.021,300.966,300.995,300.969,300.956,300.786,300.764,301.021,300.909,300.834,300.886,300.85,300.87,300.75,300.655,301.261,301.116,301.149,301.208,301.144,301.207,300.955,300.889,301.685,301.65,301.618,301.59,301.587,301.685,301.616,301.355,302.183,302.194,302.112,302.139,302.283,302.26,301.853,301.951,302.783,302.749,302.711,302.643,302.635,302.551,302.668,302.469,303.196,303.286,303.193,303.177,303.162,303.065,303.068,302.829
301.297,301.249,301.28,301.25,301.236,301.062,301.033,301.301,301.183,301.108,301.157,301.13,301.143,301.013,300.933,301.55,301.393,301.428,301.489,301.427,301.488,301.217,301.177,301.987,301.936,301.905,301.883,301.887,301.971,301.898,301.62,302.489,302.494,302.405,302.453,302.593,302.565,302.162,302.25,303.105,303.065,303.021,302.949,302.948,302.863,302.984,302.773,303.524,303.62,303.519,303.499,303.484,303.387,303.395,303.155
301.499,301.456,301.49,301.45,301.441,301.261,301.229,301.512,301.384,301.314,301.358,301.335,301.341,301.201,301.134,301.764,301.595,301.63,301.698,301.636,301.697,301.41,301.394,302.216,302.155,302.114,302.099,302.106,302.186,302.102,301.819,302.721,302.717,302.63,302.687,302.828,302.794,302.392,302.481,303.351,303.304,303.255,303.181,303.192,303.101,303.228,303.002,303.779,303.877,303.772,303.749,303.736,303.636,303.649,303.413
301.704,301.669,301.702,301.658,301.649,301.464,301.428,301.724,301.588,301.524,301.562,301.541,301.545,301.391,301.34,301.987,301.804,301.841,301.911,301.844,301.911,301.613,301.613,302.448,302.375,302.332,302.324,302.329,302.404,302.311,302.026,302.955,302.948,302.866,302.923,303.068,303.024,302.62,302.715,303.6,303.548,303.498,303.419,303.44,303.342,303.473,303.233,304.037,304.135,304.032,304.004,303.987,303.888,303.898,303.676
301.974,301.94,301.974,301.922,301.914,301.722,301.69,301.995,301.849,301.791,301.832,301.809,301.805,301.636,301.605,302.266,302.069,302.114,302.182,302.112,302.177,301.876,301.888,302.739,302.66,302.609,302.611,302.61,302.685,302.574,302.303,303.247,303.234,303.159,303.216,303.364,303.312,302.898,303.002,303.909,303.856,303.797,303.716,303.742,303.642,303.774,303.526,304.352,304.447,304.345,304.315,304.299,304.198,304.204,303.99
302.263,302.231,302.267,302.212,302.202,302.004,301.972,302.289,302.132,302.077,302.122,302.1,302.088,301.907,301.891,302.568,302.356,302.406,302.475,302.408,302.471,302.172,302.178,303.048,302.961,302.907,302.913,302.907,302.987,302.856,302.6,303.563,303.539,303.469,303.53,303.681,303.621,303.204,303.303,304.236,304.182,304.114,304.036,304.064,303.956,304.096,303.834,304.688,304.789,304.683,304.652,304.625,304.532,304.536,304.321
302.584,302.547,302.585,302.532,302.517,302.314,302.285,302.609,302.441,302.39,302.439,302.418,302.4,302.206,302.2,302.897,302.675,302.725,302.794,302.73,302.786,302.497,302.485,303.385,303.285,303.228,303.24,303.237,303.318,303.16,302.929,303.901,303.87,303.808,303.872,304.025,303.957,303.54,303.628,304.595,304.538,304.459,304.385,304.417,304.305,304.442,304.167,305.052,305.156,305.048,305.019,304.982,304.894,304.9,304.677
302.945,302.912,302.948,302.897,302.878,302.671,302.649,302.967,302.795,302.749,302.798,302.78,302.754,302.545,302.548,303.263,303.04,303.089,303.153,303.095,303.142,302.863,302.832,303.766,303.652,303.594,303.608,303.613,303.688,303.508,303.3,304.285,304.247,304.193,304.26,304.404,304.339,303.926,303.989,305.004,304.933,304.849,304.776,304.814,304.693,304.833,304.539,305.463,305.569,305.461,305.434,305.383,305.302,305.308,305.073
303.251,303.213,303.25,303.202,303.182,302.966,302.956,303.27,303.094,303.054,303.1,303.083,303.049,302.828,302.837,303.574,303.349,303.396,303.459,303.404,303.442,303.169,303.118,304.089,303.963,303.907,303.921,303.926,303.995,303.794,303.613,304.616,304.574,304.519,304.587,304.722,304.664,304.261,304.293,305.36,305.272,305.189,305.113,305.156,305.025,305.172,304.867,305.815,305.93,305.814,305.792,305.736,305.654,305.663,305.407
303.541,303.506,303.538,303.494,303.473,303.252,303.248,303.557,303.381,303.343,303.389,303.366,303.339,303.104,303.111,303.872,303.651,303.69,303.75,303.699,303.735,303.459,303.397,304.399,304.265,304.21,304.226,304.227,304.292,304.072,303.911,304.934,304.884,304.834,304.899,305.03,304.972,304.586,304.588,305.706,305.598,305.519,305.437,305.483,305.354,305.505,305.181,306.154,306.28,306.156,306.134,306.077,305.995,306.004,305.735
303.906,303.87,303.905,303.865,303.837,303.612,303.614,303.918,303.747,303.707,303.757,303.733,303.707,303.455,303.458,304.243,304.024,304.06,304.121,304.068,304.102,303.824,303.754,304.784,304.644,304.588,304.611,304.603,304.667,304.43,304.285,305.328,305.275,305.226,305.29,305.423,305.358,304.987,304.965,306.13,306.006,305.925,305.838,305.887,305.76,305.91,305.571,306.57,306.707,306.577,306.55,306.493,306.412,306.43,306.145
304.305,304.269,304.304,304.265,304.237,304.004,304.009,304.313,304.145,304.105,304.156,304.128,304.104,303.841,303.83,304.646,304.427,304.459,304.526,304.473,304.497,304.22,304.15,305.2,305.05,304.998,305.033,305.011,305.077,304.827,304.694,305.757,305.698,305.656,305.715,305.849,305.774,305.422,305.38,306.583,306.441,306.359,306.271,306.321,306.2,306.352,305.995,307.023,307.167,307.029,306.996,306.935,306.861,306.885,306.588
304.663,304.623,304.664,304.624,304.591,304.358,304.365,304.669,304.503,304.462,304.515,304.479,304.455,304.193,304.162,305.012,304.789,304.821,304.889,304.835,304.849,304.576,304.503,305.573,305.421,305.375,305.413,305.382,305.446,305.187,305.072,306.142,306.079,306.044,306.101,306.233,306.15,305.818,305.754,306.993,306.838,306.75,306.669,306.717,306.605,306.749,306.378,307.44,307.583,307.44,307.404,307.335,307.271,307.3,306.987
305.005,304.964,305.004,304.969,304.935,304.697,304.705,305.011,304.843,304.8,304.854,304.815,304.797,304.532,304.479,305.358,305.135,305.167,305.234,305.179,305.188,304.919,304.841,305.932,305.779,305.738,305.776,305.743,305.801,305.539,305.434,306.518,306.442,306.414,306.479,306.606,306.521,306.2,306.109,307.384,307.22,307.124,307.051,307.098,306.992,307.133,306.747,307.848,307.988,307.841,307.797,307.72,307.666,307.697,307.367
305.345,305.294,305.341,305.304,305.27,305.035,305.031,305.346,305.178,305.133,305.188,305.15,305.131,304.866,304.791,305.7,305.472,305.507,305.576,305.519,305.532,305.265,305.172,306.286,306.133,306.092,306.128,306.093,306.153,305.892,305.785,306.89,306.803,306.776,306.845,306.969,306.883,306.569,306.458,307.767,307.601,307.498,307.436,307.475,307.374,307.509,307.105,308.254,308.385,308.234,308.185,308.107,308.055,308.094,307.736
305.619,305.562,305.614,305.574,305.542,305.31,305.29,305.616,305.447,305.401,305.456,305.417,305.401,305.136,305.037,305.978,305.748,305.786,305.849,305.791,305.809,305.544,305.442,306.578,306.418,306.378,306.416,306.381,306.441,306.178,306.06,307.188,307.107,307.076,307.153,307.272,307.18,306.865,306.737,308.08,307.913,307.811,307.76,307.785,307.691,307.82,307.404,308.6,308.715,308.565,308.515,308.431,308.38,308.422,308.046
305.899,305.839,305.896,305.852,305.816,305.597,305.56,305.895,305.719,305.677,305.73,305.693,305.678,305.414,305.296,306.263,306.031,306.068,306.133,306.071,306.092,305.832,305.716,306.873,306.711,306.675,306.713,306.675,306.735,306.475,306.345,307.492,307.414,307.38,307.463,307.583,307.479,307.16,307.024,308.407,308.238,308.134,308.094,308.104,308.011,308.136,307.712,308.949,309.054,308.907,308.85,308.766,308.71,308.755,308.361
306.232,306.172,306.227,306.182,306.147,305.941,305.884,306.23,306.049,306.012,306.063,306.025,306.014,305.75,305.609,306.607,306.371,306.405,306.47,306.409,306.429,306.174,306.046,307.228,307.062,307.031,307.066,307.024,307.08,306.826,306.691,307.852,307.771,307.74,307.821,307.949,307.836,307.505,307.371,308.788,308.618,308.516,308.481,308.481,308.385,308.504,308.077,309.347,309.449,309.301,309.235,309.152,309.098,309.144,308.735
306.591,306.533,306.59,306.543,306.507,306.306,306.236,306.596,306.412,306.376,306.424,306.383,306.372,306.114,305.951,306.972,306.739,306.771,306.835,306.774,306.792,306.538,306.402,307.608,307.441,307.414,307.446,307.399,307.455,307.2,307.077,308.238,308.153,308.128,308.213,308.343,308.219,307.874,307.753,309.195,309.026,308.926,308.894,308.884,308.788,308.902,308.476,309.763,309.869,309.727,309.652,309.564,309.514,309.567,309.134
306.934,306.879,306.932,306.885,306.849,306.652,306.574,306.937,306.757,306.723,306.766,306.719,306.716,306.456,306.275,307.319,307.087,307.124,307.183,307.123,307.133,306.878,306.734,307.973,307.799,307.778,307.808,307.758,307.811,307.558,307.435,308.612,308.519,308.5,308.59,308.716,308.585,308.228,308.117,309.588,309.411,309.313,309.286,309.267,309.175,309.28,308.858,310.161,310.265,310.132,310.052,309.954,309.91,309.968,309.518
307.346,307.294,307.345,307.295,307.254,307.063,306.979,307.347,307.172,307.134,307.182,307.123,307.124,306.864,306.67,307.731,307.498,307.537,307.594,307.537,307.544,307.277,307.13,308.407,308.229,308.206,308.237,308.183,308.234,307.978,307.858,309.053,308.956,308.935,309.031,309.153,309.02,308.649,308.553,310.05,309.865,309.77,309.746,309.719,309.63,309.725,309.319,310.627,310.733,310.604,310.515,310.418,310.374,310.434,309.968
307.855,307.812,307.861,307.807,307.766,307.579,307.483,307.857,307.687,307.647,307.696,307.632,307.635,307.383,307.17,308.248,308.014,308.06,308.11,308.053,308.064,307.777,307.633,308.952,308.763,308.741,308.765,308.712,308.762,308.509,308.379,309.598,309.497,309.477,309.577,309.694,309.561,309.173,309.097,310.616,310.43,310.333,310.313,310.271,310.189,310.276,309.884,311.203,311.31,311.184,311.092,310.981,310.944,311.002,310.524
308.492,308.454,308.51,308.446,308.401,308.219,308.107,308.5,308.327,308.286,308.337,308.272,308.276,308.024,307.802,308.896,308.664,308.71,308.751,308.697,308.712,308.405,308.265,309.623,309.423,309.407,309.42,309.373,309.421,309.165,309.027,310.276,310.171,310.146,310.254,310.359,310.239,309.824,309.771,311.312,311.126,311.023,311.009,310.964,310.879,310.952,310.576,311.903,312.018,311.895,311.792,311.68,311.644,311.708,311.214
309.167,309.133,309.192,309.122,309.076,308.894,308.764,309.185,309.008,308.966,309.015,308.95,308.953,308.704,308.478,309.587,309.354,309.399,309.432,309.38,309.402,309.065,308.94,310.338,310.122,310.111,310.119,310.073,310.118,309.861,309.704,310.995,310.885,310.859,310.968,311.063,310.959,310.521,310.485,312.049,311.867,311.76,311.748,311.704,311.609,311.672,311.308,312.65,312.769,312.655,312.538,312.424,312.387,312.453,311.944
309.831,309.801,309.859,309.785,309.738,309.556,309.409,309.859,309.678,309.638,309.678,309.614,309.613,309.367,309.144,310.268,310.033,310.079,310.101,310.047,310.075,309.71,309.602,311.037,310.811,310.802,310.807,310.763,310.807,310.546,310.372,311.704,311.592,311.57,311.672,311.758,311.667,311.207,311.19,312.78,312.604,312.488,312.474,312.435,312.328,312.384,312.031,313.392,313.515,313.406,313.275,313.16,313.12,313.188,312.668
310.558,310.536,310.59,310.515,310.466,310.282,310.121,310.597,310.409,310.375,310.404,310.345,310.341,310.092,309.876,311.022,310.779,310.82,310.836,310.785,310.816,310.419,310.328,311.802,311.572,311.562,311.564,311.521,311.558,311.297,311.104,312.483,312.363,312.35,312.443,312.528,312.442,311.96,311.96,313.579,313.41,313.282,313.266,313.23,313.116,313.167,312.811,314.209,314.33,314.231,314.085,313.965,313.922,313.99,313.462
311.321,311.299,311.353,311.274,311.219,311.035,310.867,311.369,311.169,311.143,311.167,311.11,311.098,310.851,310.643,311.811,311.559,311.594,311.613,311.562,311.587,311.17,311.085,312.594,312.365,312.358,312.351,312.316,312.347,312.081,311.873,313.299,313.169,313.166,313.246,313.332,313.25,312.751,312.757,314.414,314.251,314.117,314.091,314.069,313.948,313.984,313.617,315.064,315.186,315.086,314.935,314.815,314.764,314.825,314.29
312.107,312.09,312.135,312.055,312,311.806,311.637,312.165,311.955,311.936,311.95,311.896,311.882,311.633,311.431,312.621,312.366,312.402,312.411,312.362,312.381,311.949,311.863,313.408,313.184,313.185,313.169,313.141,313.16,312.892,312.665,314.145,314.003,314.011,314.079,314.165,314.08,313.567,313.576,315.274,315.123,314.978,314.947,314.932,314.813,314.834,314.443,315.947,316.067,315.968,315.821,315.691,315.643,315.69,315.143
312.87,312.852,312.896,312.807,312.753,312.552,312.379,312.933,312.72,312.703,312.711,312.655,312.643,312.384,312.189,313.405,313.145,313.183,313.185,313.134,313.152,312.703,312.619,314.197,313.98,313.986,313.963,313.935,313.949,313.673,313.437,314.969,314.816,314.83,314.89,314.97,314.889,314.353,314.373,316.115,315.975,315.821,315.785,315.77,315.651,315.663,315.248,316.808,316.924,316.829,316.679,316.547,316.492,316.531,315.976
313.668,313.651,313.692,313.602,313.545,313.33,313.165,313.743,313.522,313.51,313.509,313.453,313.44,313.171,312.982,314.227,313.959,314.003,314,313.947,313.963,313.5,313.422,315.03,314.815,314.828,314.797,314.764,314.775,314.495,314.246,315.838,315.666,315.688,315.736,315.814,315.739,315.192,315.212,317.002,316.867,316.71,316.663,316.647,316.535,316.535,316.091,317.712,317.823,317.731,317.578,317.441,317.386,317.418,316.854
314.505,314.481,314.526,314.438,314.372,314.147,313.987,314.593,314.366,314.354,314.345,314.29,314.274,313.991,313.804,315.085,314.812,314.861,314.852,314.8,314.811,314.333,314.263,315.91,315.687,315.707,315.678,315.625,315.649,315.351,315.092,316.744,316.562,316.584,316.625,316.705,316.623,316.075,316.093,317.936,317.8,317.643,317.588,317.566,317.45,317.45,316.974,318.656,318.766,318.68,318.519,318.38,318.324,318.352,317.771
315.303,315.275,315.312,315.23,315.161,314.923,314.768,315.398,315.165,315.158,315.136,315.087,315.068,314.769,314.573,315.895,315.621,315.679,315.661,315.611,315.617,315.129,315.06,316.752,316.519,316.553,316.52,316.456,316.475,316.163,315.89,317.614,317.421,317.444,317.479,317.559,317.467,316.924,316.929,318.829,318.684,318.536,318.473,318.442,318.323,318.318,317.814,319.559,319.671,319.595,319.42,319.283,319.223,319.25,318.651
315.986,315.944,315.989,315.902,315.828,315.581,315.432,316.084,315.845,315.843,315.811,315.768,315.744,315.43,315.228,316.592,316.317,316.376,316.35,316.305,316.312,315.813,315.744,317.478,317.237,317.279,317.244,317.172,317.187,316.849,316.571,318.37,318.164,318.187,318.213,318.296,318.196,317.66,317.649,319.609,319.445,319.315,319.248,319.204,319.084,319.068,318.544,320.349,320.465,320.389,320.207,320.07,320.001,320.029,319.416
316.679,316.63,316.678,316.59,316.516,316.255,316.111,316.78,316.532,316.54,316.494,316.46,316.433,316.108,315.892,317.305,317.03,317.089,317.051,317.013,317.02,316.515,316.443,318.222,317.969,318.019,317.98,317.904,317.919,317.548,317.265,319.135,318.919,318.945,318.97,319.052,318.943,318.423,318.388,320.405,320.224,320.108,320.042,319.984,319.866,319.839,319.291,321.156,321.274,321.202,321.018,320.877,320.799,320.823,320.196
317.432,317.376,317.435,317.343,317.261,316.991,316.852,317.536,317.28,317.291,317.245,317.21,317.181,316.845,316.618,318.081,317.808,317.856,317.817,317.784,317.79,317.279,317.197,319.028,318.766,318.815,318.78,318.7,318.714,318.307,318.023,319.957,319.741,319.762,319.789,319.87,319.753,319.243,319.185,321.264,321.068,320.958,320.897,320.828,320.714,320.671,320.107,322.022,322.148,322.078,321.887,321.743,321.661,321.684,321.038
318.213,318.156,318.215,318.125,318.037,317.751,317.623,318.325,318.06,318.079,318.026,317.992,317.965,317.612,317.384,318.89,318.61,318.658,318.615,318.586,318.593,318.077,317.979,319.861,319.587,319.646,319.602,319.523,319.534,319.102,318.806,320.812,320.592,320.609,320.632,320.717,320.593,320.089,320.012,322.153,321.948,321.842,321.783,321.709,321.59,321.54,320.961,322.926,323.055,322.991,322.79,322.637,322.562,322.573,321.92
319.021,318.956,319.02,318.933,318.839,318.537,318.414,319.142,318.87,318.887,318.829,318.793,318.77,318.401,318.181,319.726,319.435,319.487,319.439,319.407,319.414,318.9,318.783,320.722,320.439,320.498,320.45,320.369,320.38,319.926,319.625,321.693,321.471,321.483,321.504,321.59,321.456,320.959,320.866,323.076,322.861,322.757,322.701,322.618,322.489,322.429,321.847,323.856,323.992,323.93,323.72,323.562,323.486,323.49,322.839
319.849,319.79,319.849,319.764,319.666,319.351,319.233,319.986,319.698,319.723,319.656,319.62,319.599,319.218,318.998,320.59,320.287,320.334,320.286,320.25,320.255,319.748,319.61,321.613,321.312,321.383,321.326,321.244,321.248,320.78,320.47,322.608,322.377,322.39,322.401,322.486,322.347,321.857,321.746,324.02,323.792,323.692,323.634,323.55,323.412,323.336,322.756,324.815,324.954,324.896,324.673,324.511,324.433,324.428,323.783
320.719,320.663,320.722,320.639,320.534,320.208,320.097,320.873,320.571,320.597,320.53,320.491,320.47,320.076,319.858,321.495,321.183,321.222,321.18,321.137,321.139,320.637,320.476,322.547,322.238,322.303,322.243,322.163,322.162,321.68,321.357,323.569,323.328,323.344,323.336,323.422,323.279,322.796,322.666,325.006,324.773,324.674,324.618,324.529,324.383,324.29,323.704,325.825,325.969,325.903,325.676,325.507,325.431,325.411,324.772
321.672,321.621,321.671,321.592,321.479,321.142,321.037,321.838,321.525,321.55,321.473,321.438,321.419,321.008,320.797,322.482,322.164,322.199,322.145,322.101,322.099,321.599,321.424,323.562,323.246,323.309,323.241,323.167,323.153,322.66,322.326,324.611,324.361,324.378,324.361,324.444,324.287,323.812,323.665,326.074,325.842,325.743,325.681,325.588,325.441,325.325,324.725,326.921,327.068,326.986,326.769,326.584,326.508,326.469,325.837
322.69,322.641,322.691,322.608,322.49,322.152,322.043,322.864,322.543,322.568,322.487,322.454,322.435,322.01,321.802,323.533,323.21,323.238,323.178,323.133,323.13,322.631,322.443,324.638,324.32,324.379,324.31,324.229,324.21,323.712,323.376,325.723,325.461,325.48,325.459,325.532,325.363,324.896,324.74,327.217,326.983,326.883,326.813,326.714,326.561,326.427,325.815,328.09,328.242,328.14,327.932,327.736,327.655,327.591,326.968
323.714,323.673,323.714,323.628,323.506,323.17,323.058,323.9,323.573,323.599,323.507,323.481,323.456,323.022,322.813,324.593,324.262,324.295,324.222,324.179,324.171,323.677,323.468,325.721,325.402,325.458,325.387,325.3,325.273,324.776,324.433,326.839,326.568,326.594,326.566,326.632,326.453,325.989,325.816,328.382,328.133,328.038,327.96,327.855,327.697,327.542,326.916,329.279,329.427,329.309,329.105,328.897,328.818,328.725,328.108
324.818,324.777,324.821,324.729,324.603,324.268,324.149,325.023,324.683,324.711,324.614,324.586,324.555,324.116,323.902,325.738,325.398,325.429,325.345,325.301,325.291,324.801,324.57,326.887,326.568,326.619,326.546,326.453,326.423,325.917,325.576,328.042,327.764,327.787,327.759,327.813,327.621,327.161,326.97,329.628,329.369,329.282,329.2,329.079,328.914,328.738,328.105,330.559,330.701,330.568,330.364,330.145,330.061,329.949,329.322
325.988,325.95,325.991,325.897,325.765,325.431,325.303,326.212,325.858,325.889,325.786,325.758,325.723,325.279,325.048,326.95,326.597,326.629,326.531,326.491,326.474,325.989,325.739,328.121,327.798,327.855,327.77,327.672,327.642,327.13,326.785,329.32,329.032,329.056,329.026,329.064,328.862,328.402,328.196,330.938,330.671,330.592,330.509,330.374,330.204,330.006,329.361,331.918,332.04,331.902,331.694,331.47,331.38,331.247,330.603
